"12983: Deaths. Preliminary figures, by contents, region, sex, age, month and year"

"contents";"region";"sex";"age";"month";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"Deaths";"K-5422 Balsfjord";"Females";"80 years or older";"October";4;0;2;1;1;0;2;2;1;0;4;0;2;4;3;1;2;1;3;2;0;4;0
"Deaths";"K-5422 Balsfjord";"Females";"80 years or older";"november";2;0;1;7;1;2;0;3;2;6;1;1;5;1;3;4;3;2;1;2;1;3;0
"Deaths";"K-5422 Balsfjord";"Females";"80 years or older";"December";3;3;4;3;1;2;1;3;5;0;3;0;0;2;0;2;2;3;3;4;0;4;0
"Deaths";"K-5423 Karlsøy";"Males";"0-64 years";"July";0;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Males";"0-64 years";"August";0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;2;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Males";"0-64 years";"September";0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Males";"0-64 years";"October";0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Males";"0-64 years";"november";0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Deaths";"K-5423 Karlsøy";"Males";"0-64 years";"December";0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0
"Deaths";"K-5423 Karlsøy";"Males";"65-79 years";"July";1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Males";"65-79 years";"August";0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0
"Deaths";"K-5423 Karlsøy";"Males";"65-79 years";"September";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;1;0
"Deaths";"K-5423 Karlsøy";"Males";"65-79 years";"October";0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0
"Deaths";"K-5423 Karlsøy";"Males";"65-79 years";"november";1;1;1;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Males";"65-79 years";"December";3;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;2;1;0
"Deaths";"K-5423 Karlsøy";"Males";"80 years or older";"July";2;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;2;0;2;0;0
"Deaths";"K-5423 Karlsøy";"Males";"80 years or older";"August";1;1;1;1;0;1;0;2;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Males";"80 years or older";"September";1;0;0;0;0;1;1;0;0;2;1;0;0;0;1;0;1;0;0;1;0;0;0
"Deaths";"K-5423 Karlsøy";"Males";"80 years or older";"October";1;0;0;2;1;0;1;1;1;0;0;1;1;1;1;2;0;0;0;0;1;0;0
"Deaths";"K-5423 Karlsøy";"Males";"80 years or older";"november";1;0;0;0;1;0;3;1;0;2;0;2;1;1;0;1;1;1;2;1;1;2;0
"Deaths";"K-5423 Karlsøy";"Males";"80 years or older";"December";0;0;0;2;1;0;0;2;0;1;1;1;0;0;2;0;0;1;2;1;0;1;0
"Deaths";"K-5423 Karlsøy";"Females";"0-64 years";"July";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"Deaths";"K-5423 Karlsøy";"Females";"0-64 years";"August";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Females";"0-64 years";"September";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Females";"0-64 years";"October";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Females";"0-64 years";"november";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Females";"0-64 years";"December";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Females";"65-79 years";"July";1;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Females";"65-79 years";"August";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
"Deaths";"K-5423 Karlsøy";"Females";"65-79 years";"September";0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-5423 Karlsøy";"Females";"65-79 years";"October";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
"Deaths";"K-5423 Karlsøy";"Females";"65-79 years";"november";0;1;1;0;0;2;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0
"Deaths";"K-5423 Karlsøy";"Females";"65-79 years";"December";0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;1;0;0
"Deaths";"K-5423 Karlsøy";"Females";"80 years or older";"July";1;1;0;1;0;1;1;0;3;1;0;0;0;0;1;0;1;0;0;3;4;0;0
"Deaths";"K-5423 Karlsøy";"Females";"80 years or older";"August";0;0;0;0;1;0;1;2;0;1;0;0;0;0;0;0;1;0;0;2;0;3;0
"Deaths";"K-5423 Karlsøy";"Females";"80 years or older";"September";0;1;0;2;0;1;0;1;0;0;0;0;2;1;1;1;1;0;0;0;1;0;0
"Deaths";"K-5423 Karlsøy";"Females";"80 years or older";"October";0;1;1;0;3;0;2;0;0;0;0;0;0;1;0;0;1;0;0;1;1;2;0
"Deaths";"K-5423 Karlsøy";"Females";"80 years or older";"november";1;0;0;0;0;0;0;2;4;2;0;2;1;2;1;0;0;1;0;3;1;0;0
"Deaths";"K-5423 Karlsøy";"Females";"80 years or older";"December";0;0;0;1;1;0;0;0;0;2;1;2;0;3;2;0;1;2;1;0;0;0;0
"Deaths";"K-5424 Lyngen";"Males";"0-64 years";"July";0;0;0;0;1;0;0;1;0;1;1;0;0;3;0;1;0;2;1;1;0;0;0
"Deaths";"K-5424 Lyngen";"Males";"0-64 years";"August";0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-5424 Lyngen";"Males";"0-64 years";"September";0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0
"Deaths";"K-5424 Lyngen";"Males";"0-64 years";"October";1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"Deaths";"K-5424 Lyngen";"Males";"0-64 years";"november";0;0;1;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0
"Deaths";"K-5424 Lyngen";"Males";"0-64 years";"December";0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"Deaths";"K-5424 Lyngen";"Males";"65-79 years";"July";0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;2;1;0;0
"Deaths";"K-5424 Lyngen";"Males";"65-79 years";"August";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;1;0;0
"Deaths";"K-5424 Lyngen";"Males";"65-79 years";"September";1;0;1;1;1;0;0;0;0;1;1;2;1;0;1;1;0;0;0;0;1;1;0
"Deaths";"K-5424 Lyngen";"Males";"65-79 years";"October";0;1;1;0;1;1;0;1;1;1;0;1;1;2;2;0;1;0;1;1;0;0;0
"Deaths";"K-5424 Lyngen";"Males";"65-79 years";"november";3;1;4;0;0;2;0;1;2;0;0;0;1;1;1;2;1;0;0;0;0;0;0
"Deaths";"K-5424 Lyngen";"Males";"65-79 years";"December";0;1;3;3;0;0;0;0;0;1;1;0;2;0;1;0;0;0;0;2;0;0;0
"Deaths";"K-5424 Lyngen";"Males";"80 years or older";"July";0;1;0;0;1;2;3;2;0;0;0;1;1;1;0;2;0;0;0;1;1;2;0
"Deaths";"K-5424 Lyngen";"Males";"80 years or older";"August";0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"Deaths";"K-5424 Lyngen";"Males";"80 years or older";"September";2;1;0;1;1;0;1;0;0;0;1;1;0;0;0;1;4;1;4;0;2;1;0
"Deaths";"K-5424 Lyngen";"Males";"80 years or older";"October";0;1;0;0;1;0;1;1;0;1;1;0;0;1;0;0;0;2;0;1;0;0;0
"Deaths";"K-5424 Lyngen";"Males";"80 years or older";"november";1;0;0;1;0;1;0;2;0;0;0;0;1;1;1;2;1;0;1;3;0;1;0
"Deaths";"K-5424 Lyngen";"Males";"80 years or older";"December";1;0;1;0;1;1;0;0;0;1;1;0;0;1;1;1;2;0;1;0;0;0;0
"Deaths";"K-5424 Lyngen";"Females";"0-64 years";"July";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"Deaths";"K-5424 Lyngen";"Females";"0-64 years";"August";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5424 Lyngen";"Females";"0-64 years";"September";0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"Deaths";"K-5424 Lyngen";"Females";"0-64 years";"October";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5424 Lyngen";"Females";"0-64 years";"november";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5424 Lyngen";"Females";"0-64 years";"December";0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5424 Lyngen";"Females";"65-79 years";"July";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
"Deaths";"K-5424 Lyngen";"Females";"65-79 years";"August";0;0;0;1;0;1;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5424 Lyngen";"Females";"65-79 years";"September";1;1;1;0;2;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0
"Deaths";"K-5424 Lyngen";"Females";"65-79 years";"October";0;1;0;0;0;0;0;0;0;1;0;0;0;1;2;1;0;0;0;2;0;0;0
"Deaths";"K-5424 Lyngen";"Females";"65-79 years";"november";1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0
"Deaths";"K-5424 Lyngen";"Females";"65-79 years";"December";0;0;1;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1;0;0;2;0
"Deaths";"K-5424 Lyngen";"Females";"80 years or older";"July";2;0;1;2;1;1;1;1;0;1;0;1;0;0;2;0;2;1;0;2;0;0;0
"Deaths";"K-5424 Lyngen";"Females";"80 years or older";"August";2;2;2;0;1;0;1;0;1;0;1;1;0;1;1;1;1;2;1;0;2;0;0
"Deaths";"K-5424 Lyngen";"Females";"80 years or older";"September";3;0;3;2;0;1;0;0;1;3;0;0;1;1;1;2;3;1;1;2;0;1;0
"Deaths";"K-5424 Lyngen";"Females";"80 years or older";"October";0;1;1;1;1;1;0;3;0;0;0;3;0;0;3;0;0;2;0;0;1;1;0
"Deaths";"K-5424 Lyngen";"Females";"80 years or older";"november";0;0;0;0;0;4;1;0;0;0;0;0;0;1;2;1;2;1;2;1;2;3;0
"Deaths";"K-5424 Lyngen";"Females";"80 years or older";"December";0;3;2;1;1;0;3;2;3;0;1;1;3;2;2;1;0;0;0;1;0;1;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"0-64 years";"July";0;1;0;0;1;0;1;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"0-64 years";"August";0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"0-64 years";"September";0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"0-64 years";"October";0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"0-64 years";"november";0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"0-64 years";"December";0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"65-79 years";"July";1;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"65-79 years";"August";0;0;2;0;0;0;0;1;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"65-79 years";"September";0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"65-79 years";"October";1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"65-79 years";"november";0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"65-79 years";"December";0;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"80 years or older";"July";1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;2;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"80 years or older";"August";0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"80 years or older";"September";0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;1;0;0;1;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"80 years or older";"October";0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"80 years or older";"november";0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Males";"80 years or older";"December";1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"0-64 years";"July";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"0-64 years";"August";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"0-64 years";"September";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"0-64 years";"October";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"0-64 years";"november";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"0-64 years";"December";0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"65-79 years";"July";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"65-79 years";"August";0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"65-79 years";"September";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"65-79 years";"October";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"65-79 years";"november";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"65-79 years";"December";0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"80 years or older";"July";1;1;1;0;0;0;3;0;0;1;0;0;0;1;0;2;0;0;0;0;1;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"80 years or older";"August";0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"80 years or older";"September";0;0;0;1;0;3;0;1;0;1;1;0;1;0;1;1;2;1;0;0;0;1;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"80 years or older";"October";1;1;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"80 years or older";"november";0;0;1;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"Deaths";"K-5425 Storfjord - Omasvuotna - Omasvuono";"Females";"80 years or older";"December";1;0;2;0;1;0;1;0;0;1;1;0;1;0;0;0;0;1;2;1;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"0-64 years";"July";0;0;1;0;0;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"0-64 years";"August";1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"0-64 years";"September";0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;2;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"0-64 years";"October";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"0-64 years";"november";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"0-64 years";"December";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"65-79 years";"July";3;1;0;0;0;2;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"65-79 years";"August";1;0;0;1;0;1;0;0;0;1;1;0;1;0;0;2;0;0;0;0;1;2;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"65-79 years";"September";1;0;1;2;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"65-79 years";"October";1;0;0;1;1;0;0;0;1;0;0;2;0;0;0;2;0;1;1;0;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"65-79 years";"november";1;0;0;0;3;0;0;0;0;0;0;1;0;0;2;0;2;0;0;0;1;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"65-79 years";"December";0;1;1;1;2;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;2;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"80 years or older";"July";1;1;1;0;2;2;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"80 years or older";"August";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;2;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"80 years or older";"September";0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"80 years or older";"October";0;1;0;1;0;0;1;2;0;2;0;1;0;0;0;0;0;0;1;0;0;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"80 years or older";"november";1;0;0;0;1;0;0;0;0;2;0;0;1;2;1;1;0;1;0;1;1;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Males";"80 years or older";"December";1;1;0;0;4;3;0;0;1;0;2;1;0;1;0;1;1;0;1;1;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"0-64 years";"July";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"0-64 years";"August";0;0;0;0;0;0;0;0;0;1;0;2;0;0;2;0;0;0;1;1;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"0-64 years";"September";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"0-64 years";"October";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"0-64 years";"november";0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"0-64 years";"December";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"65-79 years";"July";0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"65-79 years";"August";0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"65-79 years";"September";1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"65-79 years";"October";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"65-79 years";"november";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"65-79 years";"December";0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"80 years or older";"July";0;1;1;1;0;1;0;5;0;1;0;1;0;0;1;2;2;0;1;1;0;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"80 years or older";"August";0;0;0;0;1;0;1;0;1;1;1;0;0;0;1;0;0;1;3;0;2;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"80 years or older";"September";1;0;0;0;0;1;0;2;2;0;1;1;0;1;0;2;2;0;1;0;1;0;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"80 years or older";"October";1;2;0;1;2;0;0;0;0;2;1;0;1;1;2;0;3;0;0;2;0;2;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"80 years or older";"november";0;0;0;1;3;0;1;0;0;1;0;0;2;0;0;1;2;1;0;0;0;1;0
"Deaths";"K-5426 Gáivuotna - Kåfjord - Kaivuono";"Females";"80 years or older";"December";1;1;2;1;0;0;0;0;0;4;1;0;1;0;0;1;0;2;0;0;0;0;0
"Deaths";"K-5427 Skjervøy";"Males";"0-64 years";"July";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"Deaths";"K-5427 Skjervøy";"Males";"0-64 years";"August";0;0;1;1;0;0;0;2;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0
"Deaths";"K-5427 Skjervøy";"Males";"0-64 years";"September";1;1;0;0;1;1;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5427 Skjervøy";"Males";"0-64 years";"October";0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0
"Deaths";"K-5427 Skjervøy";"Males";"0-64 years";"november";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"Deaths";"K-5427 Skjervøy";"Males";"0-64 years";"December";0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
"Deaths";"K-5427 Skjervøy";"Males";"65-79 years";"July";0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0
"Deaths";"K-5427 Skjervøy";"Males";"65-79 years";"August";0;1;0;0;0;0;1;1;2;0;0;0;1;1;0;1;0;1;0;0;0;1;0
"Deaths";"K-5427 Skjervøy";"Males";"65-79 years";"September";2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0
"Deaths";"K-5427 Skjervøy";"Males";"65-79 years";"October";0;1;0;0;0;0;2;1;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0
"Deaths";"K-5427 Skjervøy";"Males";"65-79 years";"november";0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0
"Deaths";"K-5427 Skjervøy";"Males";"65-79 years";"December";0;0;1;0;0;0;3;2;1;1;0;0;1;1;0;0;1;0;1;0;2;0;0
"Deaths";"K-5427 Skjervøy";"Males";"80 years or older";"July";1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;3;2;0;0;0
"Deaths";"K-5427 Skjervøy";"Males";"80 years or older";"August";0;1;0;2;1;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;3;0;0
"Deaths";"K-5427 Skjervøy";"Males";"80 years or older";"September";0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;2;2;0;1;2;1;1;0
