"12983: Deaths. Preliminary figures, by contents, region, sex, age, month and year"

"contents";"region";"sex";"age";"month";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"Deaths";"K-5025 Røros";"Males";"80 years or older";"May";1;1;1;0;1;2;0;1;1;0;4;0;0;0;3;1;0;3;2;2;2;1;2
"Deaths";"K-5025 Røros";"Males";"80 years or older";"June";0;0;1;1;1;0;0;0;1;2;0;1;5;0;0;1;1;1;2;0;1;2;0
"Deaths";"K-5025 Røros";"Females";"0-64 years";"January";0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;1
"Deaths";"K-5025 Røros";"Females";"0-64 years";"February";0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"Deaths";"K-5025 Røros";"Females";"0-64 years";"March";0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5025 Røros";"Females";"0-64 years";"April";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5025 Røros";"Females";"0-64 years";"May";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0
"Deaths";"K-5025 Røros";"Females";"0-64 years";"June";1;0;0;1;1;0;0;0;0;0;0;0;0;3;1;0;0;1;0;1;0;1;0
"Deaths";"K-5025 Røros";"Females";"65-79 years";"January";2;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;1;2;2;1
"Deaths";"K-5025 Røros";"Females";"65-79 years";"February";1;0;1;0;1;0;0;0;1;1;1;2;0;0;0;0;2;0;1;0;0;1;0
"Deaths";"K-5025 Røros";"Females";"65-79 years";"March";0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;1;0;2;0;0;1;0;0
"Deaths";"K-5025 Røros";"Females";"65-79 years";"April";2;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;1;2
"Deaths";"K-5025 Røros";"Females";"65-79 years";"May";0;2;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;2;0;2;0;0
"Deaths";"K-5025 Røros";"Females";"65-79 years";"June";0;2;0;0;1;0;0;0;1;0;1;0;1;0;2;1;2;1;2;1;1;0;0
"Deaths";"K-5025 Røros";"Females";"80 years or older";"January";4;3;1;1;1;1;3;1;3;3;3;5;1;0;4;2;4;0;6;5;2;3;2
"Deaths";"K-5025 Røros";"Females";"80 years or older";"February";4;2;2;1;0;2;3;5;5;3;5;4;2;1;4;0;4;4;2;2;1;2;4
"Deaths";"K-5025 Røros";"Females";"80 years or older";"March";0;1;7;2;3;2;3;2;5;0;1;3;4;0;2;3;2;2;1;1;1;0;2
"Deaths";"K-5025 Røros";"Females";"80 years or older";"April";3;5;1;2;2;2;4;4;4;2;1;0;4;3;3;2;1;3;2;2;1;1;2
"Deaths";"K-5025 Røros";"Females";"80 years or older";"May";0;0;2;2;2;2;4;2;2;1;1;4;0;3;4;0;1;2;2;2;3;1;1
"Deaths";"K-5025 Røros";"Females";"80 years or older";"June";1;1;2;1;3;1;1;2;0;0;5;1;2;3;3;1;1;0;0;2;0;3;0
"Deaths";"K-5026 Holtålen";"Males";"0-64 years";"January";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Deaths";"K-5026 Holtålen";"Males";"0-64 years";"February";0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0
"Deaths";"K-5026 Holtålen";"Males";"0-64 years";"March";2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Males";"0-64 years";"April";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Males";"0-64 years";"May";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Males";"0-64 years";"June";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0
"Deaths";"K-5026 Holtålen";"Males";"65-79 years";"January";3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;2;0;0;1
"Deaths";"K-5026 Holtålen";"Males";"65-79 years";"February";0;1;1;1;0;0;0;1;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Males";"65-79 years";"March";0;0;1;0;1;1;0;1;0;0;0;2;0;0;1;0;0;0;1;0;1;0;0
"Deaths";"K-5026 Holtålen";"Males";"65-79 years";"April";1;1;1;0;1;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;1
"Deaths";"K-5026 Holtålen";"Males";"65-79 years";"May";0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Males";"65-79 years";"June";2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;1;0;0;1;0
"Deaths";"K-5026 Holtålen";"Males";"80 years or older";"January";0;1;1;0;0;2;0;1;2;0;4;0;0;0;2;0;0;1;0;1;1;1;0
"Deaths";"K-5026 Holtålen";"Males";"80 years or older";"February";0;1;1;1;2;0;0;1;1;3;0;0;0;1;0;2;0;0;1;0;0;1;2
"Deaths";"K-5026 Holtålen";"Males";"80 years or older";"March";0;0;2;2;0;1;2;0;1;0;0;0;3;1;1;0;1;0;2;2;1;0;1
"Deaths";"K-5026 Holtålen";"Males";"80 years or older";"April";1;3;2;3;3;2;0;3;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0
"Deaths";"K-5026 Holtålen";"Males";"80 years or older";"May";1;1;0;0;0;3;0;3;3;0;0;0;0;0;2;2;0;0;0;1;0;0;1
"Deaths";"K-5026 Holtålen";"Males";"80 years or older";"June";1;2;0;1;0;2;2;0;1;1;1;1;0;2;1;0;1;4;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Females";"0-64 years";"January";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Females";"0-64 years";"February";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"Deaths";"K-5026 Holtålen";"Females";"0-64 years";"March";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Females";"0-64 years";"April";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Females";"0-64 years";"May";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Females";"0-64 years";"June";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Females";"65-79 years";"January";2;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Females";"65-79 years";"February";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
"Deaths";"K-5026 Holtålen";"Females";"65-79 years";"March";0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1
"Deaths";"K-5026 Holtålen";"Females";"65-79 years";"April";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
"Deaths";"K-5026 Holtålen";"Females";"65-79 years";"May";0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-5026 Holtålen";"Females";"65-79 years";"June";2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0
"Deaths";"K-5026 Holtålen";"Females";"80 years or older";"January";2;2;2;0;2;4;2;0;1;2;0;2;0;2;1;1;1;0;1;1;3;0;1
"Deaths";"K-5026 Holtålen";"Females";"80 years or older";"February";1;1;3;2;1;1;0;1;1;0;3;2;1;0;1;2;1;0;0;0;0;1;0
"Deaths";"K-5026 Holtålen";"Females";"80 years or older";"March";1;0;0;2;0;1;5;2;2;1;2;1;3;0;2;0;1;0;1;0;0;0;0
"Deaths";"K-5026 Holtålen";"Females";"80 years or older";"April";1;0;3;0;1;1;3;2;0;0;0;1;0;1;0;0;1;1;1;1;1;2;0
"Deaths";"K-5026 Holtålen";"Females";"80 years or older";"May";1;2;1;0;3;1;0;1;6;0;2;3;0;1;0;1;0;0;2;1;1;1;1
"Deaths";"K-5026 Holtålen";"Females";"80 years or older";"June";1;1;0;1;1;0;0;1;1;3;3;0;1;1;0;1;2;1;0;0;0;0;0
"Deaths";"K-5027 Midtre Gauldal";"Males";"0-64 years";"January";0;0;0;0;0;2;0;1;0;0;1;0;1;0;0;0;1;1;0;1;0;1;2
"Deaths";"K-5027 Midtre Gauldal";"Males";"0-64 years";"February";1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0
"Deaths";"K-5027 Midtre Gauldal";"Males";"0-64 years";"March";0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0
"Deaths";"K-5027 Midtre Gauldal";"Males";"0-64 years";"April";0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0
"Deaths";"K-5027 Midtre Gauldal";"Males";"0-64 years";"May";0;0;2;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;2;0;0;0
"Deaths";"K-5027 Midtre Gauldal";"Males";"0-64 years";"June";0;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-5027 Midtre Gauldal";"Males";"65-79 years";"January";2;0;0;1;0;1;2;2;2;0;0;1;2;2;1;1;3;0;1;0;2;0;2
"Deaths";"K-5027 Midtre Gauldal";"Males";"65-79 years";"February";2;1;2;1;1;2;4;0;0;0;0;1;0;0;0;0;0;1;0;0;4;0;0
"Deaths";"K-5027 Midtre Gauldal";"Males";"65-79 years";"March";0;0;1;0;1;0;2;0;1;3;0;0;1;1;0;0;0;0;1;3;1;0;6
"Deaths";"K-5027 Midtre Gauldal";"Males";"65-79 years";"April";0;2;1;1;2;0;0;2;0;2;1;0;1;0;0;2;0;1;0;3;0;1;1
"Deaths";"K-5027 Midtre Gauldal";"Males";"65-79 years";"May";0;1;3;0;0;2;1;0;1;2;3;1;0;1;3;2;1;0;1;0;2;0;2
"Deaths";"K-5027 Midtre Gauldal";"Males";"65-79 years";"June";3;1;3;0;1;0;0;0;2;0;1;0;0;0;1;2;0;1;0;1;0;0;0
"Deaths";"K-5027 Midtre Gauldal";"Males";"80 years or older";"January";4;2;2;2;3;3;2;3;1;1;1;1;2;2;2;3;4;3;2;2;1;1;2
"Deaths";"K-5027 Midtre Gauldal";"Males";"80 years or older";"February";5;1;2;2;2;1;1;1;0;0;0;2;3;4;3;6;2;1;5;0;0;1;2
"Deaths";"K-5027 Midtre Gauldal";"Males";"80 years or older";"March";2;0;2;1;2;0;1;1;0;3;1;4;1;3;1;1;1;0;2;3;2;3;3
"Deaths";"K-5027 Midtre Gauldal";"Males";"80 years or older";"April";2;3;1;3;2;1;2;0;2;0;2;1;0;3;3;0;1;1;2;1;2;1;1
"Deaths";"K-5027 Midtre Gauldal";"Males";"80 years or older";"May";4;3;4;1;2;2;0;1;2;1;2;0;1;1;1;3;1;1;0;1;4;1;2
"Deaths";"K-5027 Midtre Gauldal";"Males";"80 years or older";"June";2;1;0;1;1;0;1;1;3;2;3;0;0;4;2;1;1;1;2;0;2;0;0
"Deaths";"K-5027 Midtre Gauldal";"Females";"0-64 years";"January";1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;2;0;2;1;0;0
"Deaths";"K-5027 Midtre Gauldal";"Females";"0-64 years";"February";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;1
"Deaths";"K-5027 Midtre Gauldal";"Females";"0-64 years";"March";0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"Deaths";"K-5027 Midtre Gauldal";"Females";"0-64 years";"April";0;2;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Deaths";"K-5027 Midtre Gauldal";"Females";"0-64 years";"May";0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"Deaths";"K-5027 Midtre Gauldal";"Females";"0-64 years";"June";0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0
"Deaths";"K-5027 Midtre Gauldal";"Females";"65-79 years";"January";1;1;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;1;0;0
"Deaths";"K-5027 Midtre Gauldal";"Females";"65-79 years";"February";3;0;0;0;2;0;1;1;0;2;0;0;1;3;0;0;2;1;0;0;0;0;0
"Deaths";"K-5027 Midtre Gauldal";"Females";"65-79 years";"March";3;1;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;0;0;0;2
"Deaths";"K-5027 Midtre Gauldal";"Females";"65-79 years";"April";0;3;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0;0;1;0;0;0;2
"Deaths";"K-5027 Midtre Gauldal";"Females";"65-79 years";"May";0;0;0;1;0;0;0;3;2;1;1;0;0;1;0;1;1;0;0;1;0;0;1
"Deaths";"K-5027 Midtre Gauldal";"Females";"65-79 years";"June";1;2;2;0;0;0;2;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0
"Deaths";"K-5027 Midtre Gauldal";"Females";"80 years or older";"January";4;2;3;0;1;0;3;3;5;2;3;3;3;2;0;0;0;2;1;2;0;3;1
"Deaths";"K-5027 Midtre Gauldal";"Females";"80 years or older";"February";3;3;3;5;1;4;3;1;2;1;3;2;1;4;2;5;2;1;2;2;2;2;2
"Deaths";"K-5027 Midtre Gauldal";"Females";"80 years or older";"March";1;5;2;0;1;1;5;4;3;3;3;0;1;0;1;3;2;1;0;2;1;3;1
"Deaths";"K-5027 Midtre Gauldal";"Females";"80 years or older";"April";3;1;3;3;1;5;2;1;1;1;4;1;3;1;1;0;1;1;2;4;1;1;6
"Deaths";"K-5027 Midtre Gauldal";"Females";"80 years or older";"May";2;0;3;0;3;2;1;4;3;6;1;4;3;3;3;0;1;2;0;1;1;3;4
"Deaths";"K-5027 Midtre Gauldal";"Females";"80 years or older";"June";3;2;1;4;3;3;3;0;4;2;0;2;5;1;3;4;3;1;3;2;1;0;0
"Deaths";"K-5028 Melhus";"Males";"0-64 years";"January";1;0;2;2;1;1;0;0;1;0;1;2;0;0;1;3;1;1;2;3;0;2;0
"Deaths";"K-5028 Melhus";"Males";"0-64 years";"February";3;1;0;4;0;2;1;0;0;1;0;1;1;1;1;2;0;0;2;1;1;0;0
"Deaths";"K-5028 Melhus";"Males";"0-64 years";"March";1;0;2;2;2;2;1;3;1;0;1;1;3;1;0;2;0;0;0;1;0;1;0
"Deaths";"K-5028 Melhus";"Males";"0-64 years";"April";2;0;1;0;1;0;0;2;1;3;2;1;0;0;2;0;0;1;1;0;1;0;1
"Deaths";"K-5028 Melhus";"Males";"0-64 years";"May";0;0;1;1;0;3;0;1;1;2;1;2;0;0;1;0;1;2;0;3;0;1;3
"Deaths";"K-5028 Melhus";"Males";"0-64 years";"June";2;0;0;1;2;0;3;0;1;1;1;1;0;0;2;1;2;0;0;0;0;1;0
"Deaths";"K-5028 Melhus";"Males";"65-79 years";"January";4;1;0;2;0;2;2;4;2;2;3;2;2;0;0;2;2;1;4;0;2;1;3
"Deaths";"K-5028 Melhus";"Males";"65-79 years";"February";1;1;1;3;4;1;2;0;2;0;1;1;5;1;2;2;0;3;0;1;5;0;0
"Deaths";"K-5028 Melhus";"Males";"65-79 years";"March";1;3;1;0;1;1;2;2;2;1;0;2;0;4;2;1;2;3;2;3;4;1;2
"Deaths";"K-5028 Melhus";"Males";"65-79 years";"April";2;2;0;1;0;2;1;0;0;4;4;1;5;3;4;1;1;3;1;3;0;2;2
"Deaths";"K-5028 Melhus";"Males";"65-79 years";"May";2;0;1;1;2;1;2;1;1;1;4;4;1;1;0;1;1;2;5;2;3;4;1
"Deaths";"K-5028 Melhus";"Males";"65-79 years";"June";2;5;1;0;0;0;2;1;0;2;0;1;2;1;1;0;2;2;2;3;1;1;0
"Deaths";"K-5028 Melhus";"Males";"80 years or older";"January";2;2;6;5;3;3;4;3;4;5;5;3;0;3;4;2;1;2;4;4;0;1;4
"Deaths";"K-5028 Melhus";"Males";"80 years or older";"February";0;2;4;1;0;2;2;4;3;0;3;3;1;2;4;2;2;2;4;1;3;2;5
"Deaths";"K-5028 Melhus";"Males";"80 years or older";"March";0;2;1;1;0;0;0;1;1;2;1;1;5;2;0;6;3;1;2;4;3;2;3
"Deaths";"K-5028 Melhus";"Males";"80 years or older";"April";2;5;1;5;2;3;2;3;2;0;2;3;4;2;0;2;1;3;2;0;2;2;6
"Deaths";"K-5028 Melhus";"Males";"80 years or older";"May";1;1;5;1;4;2;2;3;3;2;4;1;2;5;2;1;2;0;2;2;3;1;5
"Deaths";"K-5028 Melhus";"Males";"80 years or older";"June";5;2;5;1;3;4;1;2;5;6;0;2;1;3;3;3;0;1;4;3;5;2;0
"Deaths";"K-5028 Melhus";"Females";"0-64 years";"January";3;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;2;1
"Deaths";"K-5028 Melhus";"Females";"0-64 years";"February";0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0
"Deaths";"K-5028 Melhus";"Females";"0-64 years";"March";1;0;0;1;1;1;2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
"Deaths";"K-5028 Melhus";"Females";"0-64 years";"April";0;0;1;1;1;0;0;0;2;0;0;1;0;2;0;0;0;1;0;0;1;1;1
"Deaths";"K-5028 Melhus";"Females";"0-64 years";"May";0;0;1;1;1;0;1;2;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0
"Deaths";"K-5028 Melhus";"Females";"0-64 years";"June";0;0;0;0;0;0;0;2;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0
"Deaths";"K-5028 Melhus";"Females";"65-79 years";"January";1;0;2;0;0;0;1;0;1;2;0;1;0;0;2;0;0;4;0;1;1;0;1
"Deaths";"K-5028 Melhus";"Females";"65-79 years";"February";0;2;0;1;1;0;1;0;0;1;2;1;0;2;3;0;0;3;1;0;1;3;3
"Deaths";"K-5028 Melhus";"Females";"65-79 years";"March";1;2;1;0;0;0;0;0;0;0;0;0;1;3;1;0;1;2;2;3;2;2;1
"Deaths";"K-5028 Melhus";"Females";"65-79 years";"April";0;0;3;2;0;1;1;0;4;1;0;2;2;1;4;2;2;0;0;0;4;2;1
"Deaths";"K-5028 Melhus";"Females";"65-79 years";"May";0;1;0;1;1;1;3;1;5;1;0;1;2;0;3;1;1;0;2;1;2;0;0
"Deaths";"K-5028 Melhus";"Females";"65-79 years";"June";0;0;0;1;0;0;3;0;2;2;1;1;2;1;1;1;0;0;2;1;0;2;0
"Deaths";"K-5028 Melhus";"Females";"80 years or older";"January";7;1;9;6;3;6;6;4;4;4;1;1;3;2;5;5;3;4;2;1;0;1;2
"Deaths";"K-5028 Melhus";"Females";"80 years or older";"February";2;2;1;1;4;1;2;2;2;2;1;1;2;3;1;7;3;5;3;2;3;2;3
"Deaths";"K-5028 Melhus";"Females";"80 years or older";"March";1;3;3;2;3;2;5;3;2;2;2;3;1;4;5;3;1;1;3;1;7;1;5
"Deaths";"K-5028 Melhus";"Females";"80 years or older";"April";0;2;1;2;4;10;3;3;4;2;3;3;0;1;2;6;5;0;5;9;12;4;1
"Deaths";"K-5028 Melhus";"Females";"80 years or older";"May";2;5;2;1;2;6;3;2;5;2;6;5;0;1;6;5;6;3;0;5;2;5;4
"Deaths";"K-5028 Melhus";"Females";"80 years or older";"June";2;2;1;3;7;2;4;3;2;1;5;1;1;2;2;2;4;2;3;4;1;2;0
"Deaths";"K-5029 Skaun";"Males";"0-64 years";"January";0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;0;0;0;1;0;1;0;0
"Deaths";"K-5029 Skaun";"Males";"0-64 years";"February";0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0
"Deaths";"K-5029 Skaun";"Males";"0-64 years";"March";1;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0
"Deaths";"K-5029 Skaun";"Males";"0-64 years";"April";2;3;1;0;1;1;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;2
"Deaths";"K-5029 Skaun";"Males";"0-64 years";"May";0;1;0;0;0;1;0;0;0;1;1;0;0;3;0;0;0;1;1;0;1;0;0
"Deaths";"K-5029 Skaun";"Males";"0-64 years";"June";0;1;1;0;3;1;0;1;0;2;1;0;1;0;0;0;1;1;1;0;1;0;0
"Deaths";"K-5029 Skaun";"Males";"65-79 years";"January";1;0;0;2;3;0;2;1;1;2;1;1;2;0;1;0;0;0;2;1;2;4;0
"Deaths";"K-5029 Skaun";"Males";"65-79 years";"February";2;0;1;1;0;2;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;1;2
"Deaths";"K-5029 Skaun";"Males";"65-79 years";"March";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0
"Deaths";"K-5029 Skaun";"Males";"65-79 years";"April";0;0;0;2;1;0;1;2;0;2;0;1;1;0;0;1;3;1;1;2;0;0;0
"Deaths";"K-5029 Skaun";"Males";"65-79 years";"May";0;1;1;0;1;0;0;1;0;0;0;0;3;1;0;2;0;0;1;0;2;1;1
"Deaths";"K-5029 Skaun";"Males";"65-79 years";"June";1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0
"Deaths";"K-5029 Skaun";"Males";"80 years or older";"January";1;0;2;1;0;0;2;1;2;1;1;1;4;0;0;0;4;4;0;0;1;1;1
"Deaths";"K-5029 Skaun";"Males";"80 years or older";"February";0;0;0;3;1;1;0;0;0;1;1;0;0;2;1;1;3;2;0;0;1;0;0
"Deaths";"K-5029 Skaun";"Males";"80 years or older";"March";1;0;0;2;1;0;4;0;2;1;1;2;1;1;0;1;0;2;1;1;1;1;2
"Deaths";"K-5029 Skaun";"Males";"80 years or older";"April";2;0;0;2;1;0;1;2;1;2;2;0;0;1;3;2;2;2;1;0;2;0;3
"Deaths";"K-5029 Skaun";"Males";"80 years or older";"May";0;0;2;1;1;2;1;1;0;2;1;4;0;2;1;2;1;0;1;0;2;3;1
"Deaths";"K-5029 Skaun";"Males";"80 years or older";"June";3;0;0;1;1;3;2;0;2;1;0;0;0;1;1;3;1;1;0;1;3;1;0
"Deaths";"K-5029 Skaun";"Females";"0-64 years";"January";1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
"Deaths";"K-5029 Skaun";"Females";"0-64 years";"February";1;0;1;1;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;1;0
"Deaths";"K-5029 Skaun";"Females";"0-64 years";"March";1;0;0;1;1;3;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"Deaths";"K-5029 Skaun";"Females";"0-64 years";"April";0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"Deaths";"K-5029 Skaun";"Females";"0-64 years";"May";0;0;1;4;1;0;0;0;0;3;0;0;0;1;0;0;1;1;0;0;0;0;1
"Deaths";"K-5029 Skaun";"Females";"0-64 years";"June";0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"Deaths";"K-5029 Skaun";"Females";"65-79 years";"January";1;0;3;0;0;0;1;1;1;1;0;0;1;0;1;1;1;3;1;0;0;0;0
"Deaths";"K-5029 Skaun";"Females";"65-79 years";"February";0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;2;0;0;1;1;1;1;0
"Deaths";"K-5029 Skaun";"Females";"65-79 years";"March";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;2;0
"Deaths";"K-5029 Skaun";"Females";"65-79 years";"April";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1
"Deaths";"K-5029 Skaun";"Females";"65-79 years";"May";0;0;2;0;1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;1;1
"Deaths";"K-5029 Skaun";"Females";"65-79 years";"June";0;0;0;0;0;1;0;2;1;2;0;1;0;0;1;0;0;0;0;0;0;1;0
"Deaths";"K-5029 Skaun";"Females";"80 years or older";"January";0;2;2;1;0;1;6;1;0;1;0;2;2;3;0;2;3;0;0;0;2;1;1
"Deaths";"K-5029 Skaun";"Females";"80 years or older";"February";0;1;1;0;2;1;2;2;2;0;1;1;1;0;0;3;2;2;1;1;3;1;2
"Deaths";"K-5029 Skaun";"Females";"80 years or older";"March";2;1;1;0;1;1;0;0;2;3;0;5;2;3;0;0;2;0;2;1;6;0;2
"Deaths";"K-5029 Skaun";"Females";"80 years or older";"April";0;1;0;2;2;3;1;1;1;3;0;1;0;3;1;1;2;2;2;0;1;0;2
"Deaths";"K-5029 Skaun";"Females";"80 years or older";"May";2;0;3;3;1;0;1;3;2;2;2;0;1;0;1;0;1;4;0;4;0;1;1
"Deaths";"K-5029 Skaun";"Females";"80 years or older";"June";2;0;0;1;5;1;1;1;0;3;1;1;2;0;2;0;2;1;1;2;0;3;0
"Deaths";"K-5031 Malvik";"Males";"0-64 years";"January";0;0;0;1;1;0;2;0;0;0;1;1;0;0;2;1;0;1;1;0;0;0;1
"Deaths";"K-5031 Malvik";"Males";"0-64 years";"February";1;0;1;0;0;1;0;0;2;0;1;0;1;0;0;0;0;1;0;0;0;0;0
"Deaths";"K-5031 Malvik";"Males";"0-64 years";"March";0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;2
"Deaths";"K-5031 Malvik";"Males";"0-64 years";"April";0;1;2;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;2
"Deaths";"K-5031 Malvik";"Males";"0-64 years";"May";1;0;1;0;1;1;2;0;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0
"Deaths";"K-5031 Malvik";"Males";"0-64 years";"June";0;2;0;0;1;2;1;1;2;0;0;1;0;1;0;0;0;0;0;1;1;1;0
"Deaths";"K-5031 Malvik";"Males";"65-79 years";"January";2;1;3;1;1;0;1;2;3;0;1;1;1;4;1;2;1;2;0;1;1;2;1
"Deaths";"K-5031 Malvik";"Males";"65-79 years";"February";1;0;2;0;0;1;1;1;1;0;0;0;0;1;1;2;0;1;1;1;0;3;1
"Deaths";"K-5031 Malvik";"Males";"65-79 years";"March";2;0;1;1;0;2;0;0;0;2;2;1;2;0;0;1;0;5;2;1;2;1;1
"Deaths";"K-5031 Malvik";"Males";"65-79 years";"April";2;0;0;1;0;0;1;2;0;1;1;0;2;0;2;2;0;1;2;1;2;2;2
"Deaths";"K-5031 Malvik";"Males";"65-79 years";"May";0;1;2;0;1;1;0;0;3;1;0;3;4;1;0;1;0;1;2;0;2;0;0
"Deaths";"K-5031 Malvik";"Males";"65-79 years";"June";2;2;2;1;0;1;2;2;0;2;1;1;0;0;1;1;0;1;2;1;2;0;0
"Deaths";"K-5031 Malvik";"Males";"80 years or older";"January";1;3;0;3;4;1;3;2;0;0;3;1;4;1;3;4;2;1;1;0;3;1;2
